질문,디렉토리
4450,동서울 터미널에서 마장동 세림아파트,서울특별시
4451,새움병원가는길,서울특별시
4452,서울지역새도로명주소,서울특별시
4453,서울지하철,서울특별시
4454,서울강서구도서관찿기,서울특별시
4455,의정부 ~ 강변역이 지하철이빠른가요 1-1번...,서울특별시
4456,남산타워 가는법,서울특별시
4457,꿈나무카드 가맹점,서울특별시
4458,2호선 막차가 언제 끊기나요,서울특별시
4459,서울역에서 광화문까지 지하철타고가는방법...,서울특별시
4460,서울역에서 광화문까지 지하철 타고 가는방...,서울특별시
4461,☺ 서울한강수영장.무슨역에내리며가깝나요,서울특별시
4462,서울7호선에서센트럴시티까지,서울특별시
4463,서울역에서 서대문역,서울특별시
4464,내공100급해요@@@서울역 무인주민등록등...,서울특별시
4465,뚝섬수영장,서울특별시
4466,서울 시립미술관 입장료 얼마예요??,서울특별시
4467,서울중부시장가려면어디서내릴까요,서울특별시
4468,꿈나무카드가맹점,서울특별시
4469,서울 .. 길좀 알려주세요 ㅠ_ㅠ,서울특별시
4470,꿈나무카드 가맹점,서울특별시
4471,학여울역에서 사당역까지 택시비용,서울특별시
4472,서울시 구로구 교육청,서울특별시
4473,서울출입국영업시간,서울특별시
4474,ㆍ서울 공진구 능동교회위치,서울특별시
4475,서울시에있는 한강수영장 몇시에 개장...,서울특별시
4476,서울역에서 서울서부지방법원까지 가는...,서울특별시
4477,남부터미널에서 동서울터미널까지 택시...,서울특별시
4478,서울 경부 고속버스 터미널에서 신사역...,서울특별시
4479,서울연신내를 가려면어떻게 가야하나요...,서울특별시
4480,서울 02시내버스 남산타워,서울특별시
4481,서울의 상장 색과 나무가 궁급합니다,서울특별시
4482,대중교통요금,서울특별시
4483,서울시 시민이 막는물이  어듼가요,서울특별시
4484,시청역근방에 제일은행 있나요?,서울특별시
4485,용산 > 영등포 가는 버스,서울특별시
4486,덕소역에서 동서울터미널까지,서울특별시
4487,"서울특별시 행정부시장, 정무부시장 성...",서울특별시
4488,서울시청광장에 돗자리깔고 맥주마시면...,서울특별시
4489,"강변역에서 보라매역까지, 보라매역 몇...",서울특별시
4490,서울주소로 되어있는승용차 검사를타시...,서울특별시
4491,서울 뚝섬유원지역 벼룩시장 장날,서울특별시
4492,서울간선버스 청소년요금,서울특별시
4493,서울시 다산콜센터(120)의 다산은 무엇...,서울특별시
4494,서울 버스파업 셔틀버스,서울특별시
4495,서울시 버스노조 파업?,서울특별시
4496,서울역행 급행열차시간,서울특별시
4497,서울역에서,서울특별시
4498,서울고속터미널에서 신사역 사거리,서울특별시
4499,용인에서 서울까지차로몆시간,서울특별시
4500,서울특별식교육정보연구원,서울특별시
4501,서울시청에걸렸던아름다운글들,서울특별시
4502,서울엔 메르스감염자가잇습나까,서울특별시
4503,청수동??,서울특별시
4504,메르스검사어디서받을수있나요? 서울...,서울특별시
4505,하이서울관광 안내소위치,서울특별시
4506,망원 한강공원 에서 텐트치고 잠을 잘...,서울특별시
4507,삼성서울병원 에서 목5동까지 가는 제...,서울특별시
4508,서울시의 현재 인구는,서울특별시
4509,서울역에서 동서울 터미널까지 택시로...,서울특별시
4510,평태역에서서울행 막차시간,서울특별시
4511,서울 성붇구,서울특별시
4512,한강수상택시 운행중단되었나요?,서울특별시
4513,서울특별시푸른도시국자연생태과주소,서울특별시
4514,서울종합운동장 정문에 가려면 몇번출...,서울특별시
4515,교보문구에서 인사동까지 몇분걸리고...,서울특별시
4516,서울도성길스템프종이어디서받나요,서울특별시
4517,하계역에서잠실체육관까지,서울특별시
4518,서울시립도서관 도서 대출. 서울 외 거...,서울특별시
4519,서울시도서관 대출증,서울특별시
4520,서울시 하반기 공공근로사업,서울특별시
4521,중랑역 가는방법좀. . . ㅜ,서울특별시
4522,서울강부구보건소위치,서울특별시
4523,타지역사람 서울보건증뽑을수잇는곳좀,서울특별시
4524,서울에있는남산쉽게올라갈수있는방향좀...,서울특별시
4525,서울시 가족관계증명서 무인발급기,서울특별시
4526,아버지주소지는충북제천아들은서울인데...,서울특별시
4527,자동차명의 이전시 양도인의주소는 서...,서울특별시
4528,서울첨기는데...,서울특별시
4529,서울시 시내버스 지하철 운임 얼마나...,서울특별시
4530,9호선 개화역에서 지갑 잃어버렸는데...,서울특별시
4531,서울시 박물관중에...,서울특별시
4532,서울관광특구는모두몇이가요?,서울특별시
4533,의정부에서서울시청열차첫차,서울특별시
4534,서울시청광장어떻게사용돼나요?,서울특별시
4535,서울버스 구간별 요금 틀린가요?,서울특별시
4536,서울시청광장직거래장터언제하나요,서울특별시
4537,서울  시청  스케이트장,서울특별시
4538,미성년자 여권만들때,"여권, 비자 민원"
4539,서초구청 여권과 몇시에 시작하나요?,"여권, 비자 민원"
4540,여권발급질문,"여권, 비자 민원"
4541,여권 발급 비용,"여권, 비자 민원"
4542,여권발급기간,"여권, 비자 민원"
4543,미성년자 여권 발급,"여권, 비자 민원"
4544,#여권발급,"여권, 비자 민원"
4545,여권발급 준비물,"여권, 비자 민원"
4546,여권 신청하면 언제 발급 되나요? ㅠㅠ,"여권, 비자 민원"
4547,여권 신청했는데 신청한지 5일됬는데 구청...,"여권, 비자 민원"
4548,여권에 관련해서,"여권, 비자 민원"
4549,여권만드는 방법,"여권, 비자 민원"
4550,동사무소애서도여권발급되나요?,"여권, 비자 민원"
4551,여권기간만료,"여권, 비자 민원"
4552,여권분실시 재발급이요...,"여권, 비자 민원"
4553,5월12일날 여권을 만들고 안찾고잇엇는데...,"여권, 비자 민원"
4554,여권 이름(성) 변경에 관해서..,"여권, 비자 민원"
4555,여권사진..,"여권, 비자 민원"
4556,여권이름이요!!!,"여권, 비자 민원"
4557,여권번호 질문합니다~ 급해요ㅠㅠ,"여권, 비자 민원"
4558,여권만드는법,"여권, 비자 민원"
4559,여권만드는곳에대해서,"여권, 비자 민원"
4560,여권사진 사이즈,"여권, 비자 민원"
4561,여권 혼자만들기,"여권, 비자 민원"
4562,여권 재발급했는데 일년넘게 안찿았는데 찿...,"여권, 비자 민원"
4563,여권발급문의,"여권, 비자 민원"
4564,여권 발급문의,"여권, 비자 민원"
4565,여권만들때 구여권있어야 한다는데 없으면...,"여권, 비자 민원"
4566,여권 미성년자,"여권, 비자 민원"
4567,여권사진 옷 규정,"여권, 비자 민원"
4568,여권발급 질문,"여권, 비자 민원"
4569,대부도도여권이 있어야되나요?,"여권, 비자 민원"
4570,미성년자 여권발급,"여권, 비자 민원"
4571,개명 후 여권 재발급 (영문이름),"여권, 비자 민원"
4572,여권 만들기가족관계증명서,"여권, 비자 민원"
4573,안녕하세요. 다름이 아니라. 저희가족이 이...,"여권, 비자 민원"
4574,동사무소 초본,"여권, 비자 민원"
4575,여권 발급 장소,"여권, 비자 민원"
4576,여권 재발급,"여권, 비자 민원"
4577,여권갱신시여권번호바뀌나요,"여권, 비자 민원"
4578,여권 분실과 재발급에 대해 물어볼려고 합...,"여권, 비자 민원"
4579,여권 발급 질문,"여권, 비자 민원"
4580,여권만들려면 구청가서 만드나요? 주말...,"여권, 비자 민원"
4581,여권사진 규정 질문,"여권, 비자 민원"
4582,여권기간연장할때,"여권, 비자 민원"
4583,여권만료일연장바로할수있나요?,"여권, 비자 민원"
4584,여권만기  끝나면 어떻게해야하나요?,"여권, 비자 민원"
4585,여권 만드는 방법 알려주세요,"여권, 비자 민원"
4586,여권갱신 어떻게?,"여권, 비자 민원"
4587,성북구청 야간이나 휴일에 여권신청 문...,"여권, 비자 민원"
4588,전자여권 기간 만료,"여권, 비자 민원"
4589,청소년 여권발급,"여권, 비자 민원"
4590,만 18세 여권발급 준비물 질문,"여권, 비자 민원"
4591,성북구청업무시간,"여권, 비자 민원"
4592,여권비용에 대해서 궁금합니다.,"여권, 비자 민원"
4593,여권을 잃어버렸어요,"여권, 비자 민원"
4594,가위로 잘린 여권,"여권, 비자 민원"
4595,제가 민증 재발급을 바로하고 그 재발...,"여권, 비자 민원"
4596,민증 재발급한게 1년전께있는데 그걸로...,"여권, 비자 민원"
4597,여권발급할때 구여권이 꼭 필요한가요,"여권, 비자 민원"
4598,여권 재발급질문 급해요ㅠ,"여권, 비자 민원"
4599,중학생여권만들기숙제,"여권, 비자 민원"
4600,여권신청시 준비서류,"여권, 비자 민원"
4601,학생이 여권만들때,"여권, 비자 민원"
4602,여권 속지 훼손 손상 관련 문의,"여권, 비자 민원"
4603,미성년자 여권 발급!!,"여권, 비자 민원"
4604,여권 영문이름 변경 문의,"여권, 비자 민원"
4605,여권만들때 뭐 필요하나요?,"여권, 비자 민원"
4606,여권비용에대해서,"여권, 비자 민원"
4607,여권손상(내공100),"여권, 비자 민원"
4608,여권사진 변경,"여권, 비자 민원"
4609,마포구청 여권발급 몇시까지 되나요?,"여권, 비자 민원"
4610,여권사진 적합성 여부,"여권, 비자 민원"
4611,단수여권문의요,"여권, 비자 민원"
4612,전자여권에 대해서 궁금합니다~,"여권, 비자 민원"
4613,여권 재발급 받는법,"여권, 비자 민원"
4614,여권발급 동사무소도 되나요,"여권, 비자 민원"
4615,여권 만들기~,"여권, 비자 민원"
4616,여권 발급 신청하려는데 일반으로 신청...,"여권, 비자 민원"
4617,여권 수수료에 관한 질문,"여권, 비자 민원"
4618,민증과 여권만들기,"여권, 비자 민원"
4619,여권 발급 받는 절차를 알고 싶습니다.,"여권, 비자 민원"
4620,여권 미성년자,"여권, 비자 민원"
4621,전자여권 신청 할 수 있는 곳 알려주세...,"여권, 비자 민원"
4622,여권만료일 조회하는방법,"여권, 비자 민원"
4623,여권발급 기간,"여권, 비자 민원"
4624,여권 발급,"여권, 비자 민원"
4625,여권사진변경,"여권, 비자 민원"
4626,여권 15000원짜리,"여권, 비자 민원"
