질문,디렉토리
7533,출산지와실제사는곳이다를때? 동사무소...,"출산, 산후조리"
7534,구주소 신주소 변환하기강남구청솔빌,강남구
7535,용산아트홀 대극장 미르를 강남구청역...,강남구
7536,보건증만들때가게상호주소써야되냐요,의료보건제도
7537,보건증..,의료보건제도
7538,일반음식점 허가내는데 임시보건증 가...,"음식점, 맛집"
7539,"보건증 ,건강진단결과서 발급받은지 1...",건강
7540,보건소 아기접종,임신
7541,저희남편이 페암환자인데 보건소에가면...,"기관, 단체, 인물"
7542,보건증떼오라는데,의료보건제도
7543,청소년 보건증,의료보건제도
7544,보건소 건강진단서,의료보건제도
7545,오늘 양육수당나오나요???,"아동, 청소년 복지"
7546,불광천 해담는마을 공연장 가는길,"교통, 길찾기"
7547,한복입고 경복궁,"체험관광지, 유적지"
7548,경복궁 야간개장 질문드려요~,"체험관광지, 유적지"
7549,경복궁 창경궁 야간개장 티켓 1매,"체험관광지, 유적지"
7550,경복궁 창경궁 야간개장 질문이요!!,"체험관광지, 유적지"
7551,보건증 재발급 준비물,의료보건제도
7552,보건증 재발급 받으려면 그 검사받았던...,의료보건제도
7553,주소지 변경하고 바로 다시할수있나요?,"민원, 행정"
7554,거주자우선 주차에 대해 문의드립니다.,교통민원
7555,주민번호는 안바꾸고 생년월일만 바꾸...,주민등록증 발급
7556,동사무소에서,"민원, 행정"
7557,거주불명자 재등록하면 자로 주민등록...,주민등록증 발급
7558,사망신고는 관할지 동사무소가 아니면...,제신고 민원
7559,가위로 잘린 여권,"여권, 비자 민원"
7560,제적등본 질문,가족관계 증명민원
7561,제적등본 떼는곳,가족관계 증명민원
7562,서울고속버스터미널에서홍대택시타면얼...,택시
7563,서울버스요금,"시내, 광역 버스"
7564,경복궁 야간개장,"체험관광지, 유적지"
7565,전입신고와 출생신고를 같은날 할 수...,제신고 민원
7566,할머니 등본과 가족관계증명서,가족관계 증명민원
7567,민증민증민증민증,주민등록증 발급
7568,주민 등록증을 언제 받는지 궁금 하요,"엔터테인먼트, 예술"
7569,홍 익대대학로아트센터에서 서울역까지...,"대학 입시, 진학"
7570,주민등록증 신청 질문!!!,주민등록증 발급
7571,주민등록등본상에딸애가빠져있어요,주민등록증 발급
7572,민증 만들때,주민등록증 발급
7573,서희스타흴스 도로명주소,"교통, 길찾기"
7574,임산부 보건증 문의,의료보건제도
7575,알바 보건증,아르바이트
7576,출산장려금 보건소에다가문의해야하나...,의료보건제도
7577,홍남교 자전거 대여소에서 양천향교역...,"시내, 광역 버스"
7578,졸업증명서발급 가능한곳 알려주세요,주민등록증 발급
7579,출생신고및 양육수당 관련,제신고 민원
7580,혼인신고문의드립니다.,"연애, 결혼"
7581,송파등기소앞에서강일동주민센타노선버...,송파구
7582,노원에서 남산타워가는 법 좀,생활
7583,공공근로 신청은 언제 하나요?,근로기준
7584,공공근로 4대보험,근로기준
7585,서울시면목동에속한법원은,면목동
7586,동사무소 마이핀 발급,"사무, 상업 공간 "
7587,TD예방접종,"의료기관, 의료인"
7588,B형간염 예방접종,소아청소년과
7589,유럽여행 예방접종!,유럽
7590,예방접종 순서알려주세요,내과
7591,불법체류자도 보건증할수있나요,수가동
7592,보건증발급,의료보건제도
7593,보건소 치과치료 대상자,의료보건제도
7594,알바 보건증,의료보건제도
7595,해외에서 인감도장 변경.,해외여행
7596,제가 민증 재발급을 바로하고 그 재발...,"여권, 비자 민원"
7597,중랑구청 자동차번호판 교체 문의드립...,중랑구
7598,보건증 대신받기,의료보건제도
7599,심야버스 창동에서 의정부,"시외, 고속 버스"
7600,서울역에서 성수역까지지하철노선,"교통, 길찾기"
7601,문화누리카드,사회문화
7602,미용사면허증발급받으려고하는데요,"미용, 건강관리"
7603,서울시 가족관계증명서 무인발급기,서울특별시
7604,서울시구로구가리봉133ㅡ63신주소찾기,구로구
7605,장애인활보신청은꼭자기가사는동네에동...,장애인복지
7606,종로구청주차알림서비스,종로구
7607,지하철 9호선 3단계 구간 언제 개통??,"교통, 길찾기"
7608,서대문 구청 옆 보건소 말고 서대문 다...,서대문구
7609,혼인신고3번째인데호적등본을떼면 예전...,제신고 민원
7610,주민등록증무인발권기 잇는 전철역,주민등록증 발급
7611,엄마 가족관계증명서 동사무소에서 대...,가족관계 증명민원
7612,주민센터 이름개명신고하면 초본바로땔...,주민등록증 발급
7613,등본질문!,"가족, 개인 민원"
7614,보건증문의,의료보건제도
7615,보건증 인터넷 재발급 미성년문제,의료보건제도
7616,보건증에 대해서 질문 있습니다.,의료보건제도
7617,보건소에서도임신증명서 띠어주나요?...,의료보건제도
7618,동작구청 금요일에 연장근무하나요?,동작구
7619,도봉구 창동 무인민원 발급기 시간 알...,"가족, 개인 민원"
7620,지하철요금,고잔동
7621,도보 길찾기남부에서 양재역,"교통, 길찾기"
7622,버스 환승에대해서,"시내, 광역 버스"
7623,보건증 재발급,의료보건제도
7624,아버지주소지는충북제천아들은서울인데...,서울특별시
7625,아가출생신고하고 제등본에올라가는데...,제신고 민원
7626,출생신고 15일날했거든요 그양육지원이...,제신고 민원
7627,민증 재발급한게 1년전께있는데 그걸로...,"여권, 비자 민원"
7628,미성년자 인감증명서,가족관계 증명민원
7629,최종학력증명서,"가족, 개인 민원"
7630,민증발급신청후,주민등록증 발급
7631,도봉에서 강서구청까지의 노선,강서구
7632,동대문구에 살고있는데 광진구 보건소...,의료보건제도
7633,서울시 관광지,서울여행
7634,여권사진이랑 주민등록사진,"사진 촬영, 편집"
7635,담배꽁초 무단투기로 질문드립니다,"교통 사고, 위반"
7636,담배꽁초 무단투기로 질문드립니다,"교통 사고, 위반"
7637,지하철 온수역 입구에서 담배꽁초 무단...,"술, 담배"
7638,양육수당?보육수당??,유아교육제도
7639,기본증명서 본인이가야떼주나요??,이민
7640,경복궁과 창덕궁 관람 안내요,국내여행
7641,문화누리카드,기타
7642,대구남구쪽에있는문화누리카드사용점찿...,신용카드
7643,문화누리카드연극못보나요?,연극
7644,문화누리카드,사회문화
7645,민방위 나이,민방위훈련
7646,서울특별시 도봉구 쌍문2동 청우아트빌...,무예투기
7647,출생신고 주민센터 아무곳이나 되나요?,주민등록증 발급
7648,스마트폰으로도동사무소일볼수있나요,스마트폰
7649,B형 간염 항체검사 시기?,내과
7650,b형간염 주사 2차부터는 보건소에서 맞...,소화기내과
7651,보건증을 급하게 떼야하는데 신분증이...,의료보건제도
7652,여의도 한강공원 텐트 쳐도 되는지 여...,여의도동
7653,남산 장애인 차량,남산동
7654,남산에서 제일 가까운 역과 걸어서 갈...,"교통, 길찾기"
7655,명동에서 남산전기차타는곳  어디인가...,"전기, 전자 공학"
7656,오토바이로남산올라가기,남산동
7657,남산에강아지랑가두되나요?,"개, 강아지"
7658,도봉구청. 일할데없나요,도봉구
7659,마이핀발급 동사무소,주민등록증 발급
7660,서울시 25개 보건소랑 경기도 31개보건...,우편
7661,님들 학교에서 보건소가서 일본뇌염이...,의료상담
7662,보건소가서,"의료기관, 의료인"
7663,친정아버지등본떼려고하는데필요한서류...,가족관계 증명민원
7664,임시신분증 발급,"가족, 개인 민원"
7665,동사무소 민증재발급,주민등록증 발급
7666,청소년 버스카드요금,"시내, 광역 버스"
7667,일반버스요금이 1500원으로 동일한가요...,"시내, 광역 버스"
7668,지하철에 짐을두고내림ㅜ,"지하철, 전철"
7669,보건증 장티푸스검사,의료보건제도
7670,보건증 재발급 가능한가요?,의료보건제도
7671,식품생산쪽에는보건증이필요하다는데,의료보건제도
7672,여의도 벚꽃 축제가 해마다 4월이면 하...,국내여행
7673,지금 여의도 윤중로 벚꽃축제 하나요?,여의도동
7674,여권발급할때 구여권이 꼭 필요한가요,"여권, 비자 민원"
7675,여권 재발급질문 급해요ㅠ,"여권, 비자 민원"
7676,주민등록일제정리기간좀 알려주세여,주민등록증 발급
7677,미용사면허증발급방법.,"미용 자격증, 학원"
7678,무인민원발급기,"부동산, 건축 민원"
7679,자동차 검사 자동차 등록증 없이 할수...,캐릭터
7680,서초구청 벼룩시장가는길,서초구
7681,자동차명의 이전시 양도인의주소는 서...,서울특별시
7682,전입신고 대리인 관련..,제신고 민원
7683,주민등록증 발급늦게받으면,주민등록증 발급
7684,민증은몇살때나와요?,주민등록증 발급
7685,자동차명의이전시 서류,"가족, 개인 민원"
7686,주민등록등본발급가능나이,주민등록증 발급
7687,수유리서교대역가는길,"교통, 길찾기"
7688,지하철 초보 노선,"교통, 길찾기"
7689,보건증 만들 때 신장/체중 측정하나요?,의료보건제도
7690,보건증 질문,의료보건제도
7691,보건소 임산부 무료혜택이 민증 거주지...,의료보건제도
7692,여의도벛꽃축제가려구하는데요길좀..ㅠ...,여의도동
7693,여의도벛꽃축제가는법좀..ㅠㅠ,여의도동
7694,여의도 벚꽃축제!!,여의도동
7695,개화산봄꽃축제가는길,"교통, 길찾기"
7696,인바디 검사하는 방법,의료보건제도
7697,꿈나무카드,신용카드
7698,강남구 동사무소 몇개인가요,강남구
7699,강동구청에서오류역까지걸리는히간,강동구
7700,금천구청도서관이용시간,금천구
7701,망우리에서 서대문구청가기,서대문구
7702,보건증 재발급 빠른문의좀,의료보건제도
7703,보건증 질문이요,의료보건제도
7704,알바 보건증,의료보건제도
7705,보건증 검사 말인데요.,의료보건제도
7706,보건증에 대해서 질문이요!!,의료보건제도
7707,보건증 검사 얼마전에 받았는데 또받아...,의료보건제도
7708,보건증발급  문의여,의료보건제도
7709,보건소 근무요일,의료보건제도
7710,잠실종합운동장역 출발 9호선급행 토요...,잠실동
7711,서초벼룩시장찿아가는길,서초구
7712,성내천 벼룩시장,"쇼핑몰, 시장"
7713,꿈나무 카드 이용,신용카드
7714,동작세무서무인발급기있나,"세금, 세무"
7715,구로티지털단지역에서 몃선뻐스따야금...,금천구
7716,4월11일 금천구청 벼룩시장 몇시부터인...,금천구
7717,강남구청? 에서 일반음식점 영업신고증...,"음식점, 맛집"
